maker,model,mileage,manufacture_year,engine_displacement,engine_power,body_type,color_slug,stk_year,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,price_eur
skoda,yeti,27985,2014,1968,81,,,None,man,5,None,diesel,2015-11-14 18:56:52.718502+00,2016-01-27 20:40:15.46361+00,16646.93
,,386000,1997,2188,82,,,None,man,5,7,diesel,2015-11-14 18:56:52.739483+00,2016-01-27 20:40:15.46361+00,1665.43
bmw,,16000,2013,1997,135,,,None,auto,None,None,gasoline,2015-11-14 18:56:52.760916+00,2016-01-27 20:40:15.46361+00,35159.14
,,158000,1999,1595,74,,,None,man,4,5,gasoline,2015-11-14 18:56:52.775322+00,2016-01-27 20:40:15.46361+00,2183.57
volvo,v50,220000,2006,1560,80,,,None,man,5,None,diesel,2015-11-14 18:56:52.879421+00,2016-01-27 20:40:15.46361+00,2960.77
,,155000,2002,1390,55,,,None,man,5,5,gasoline,2015-11-14 18:56:52.92461+00,2016-01-27 20:40:15.46361+00,2775.72
citroen,berlingo,156000,2003,1997,66,,,None,man,5,5,diesel,2015-11-14 18:56:52.94676+00,2016-01-27 20:40:15.46361+00,2957.07
,,39801,2014,1968,135,,,None,auto,5,7,diesel,2015-11-14 18:56:52.95839+00,2016-01-27 20:40:15.46361+00,31680.24
ford,mondeo,227000,2004,1998,96,,,None,man,5,5,diesel,2015-11-14 18:56:52.968902+00,2016-01-27 20:40:15.46361+00,2586.97
ford,focus,141923,2009,1596,74,,,None,man,5,5,gasoline,2015-11-14 18:56:53.008304+00,2016-01-27 20:40:15.46361+00,6254.63
honda,cr-v,217000,1997,1973,94,,,None,man,5,5,gasoline,2015-11-14 18:56:53.020298+00,2016-01-27 20:40:15.46361+00,1661.73
volvo,s60,259000,2001,2435,103,,,None,man,4,5,gasoline,2015-11-14 18:56:53.031076+00,2016-01-27 20:40:15.46361+00,2438.93
mercedes-benz,,430000,2003,3222,150,,,None,auto,4,5,diesel,2015-11-14 18:56:53.046253+00,2016-01-27 20:40:15.46361+00,4441.12
skoda,superb,9000,2014,1598,77,,,None,man,5,5,diesel,2015-11-14 18:56:53.155865+00,2016-01-27 20:40:15.46361+00,19463.36
,,148557,2013,1560,84,,,None,auto,5,5,diesel,2015-11-14 18:56:53.184207+00,2016-01-27 20:40:15.46361+00,9733.53
citroen,c4-picasso,133127,2013,1560,82,,,None,man,5,5,diesel,2015-11-14 18:56:53.225844+00,2016-01-27 20:40:15.46361+00,9585.49
fiat,,45000,2010,1360,54,,,None,man,5,5,gasoline,2015-11-14 18:56:53.238113+00,2016-01-27 20:40:15.46361+00,5473.72
citroen,c3-picasso,134651,2011,1560,82,,,None,man,5,5,diesel,2015-11-14 18:56:53.276884+00,2016-01-27 20:40:15.46361+00,6624.72
,,135100,2009,1390,59,,,None,man,5,5,gasoline,2015-11-14 18:56:53.374517+00,2016-01-27 20:40:15.46361+00,7398.22
skoda,yeti,17856,2014,1968,81,,,None,man,5,5,diesel,2015-11-14 18:56:53.384655+00,2016-01-27 20:40:15.46361+00,19058.85
audi,a5,99425,,1984,155,,,None,man,3,4,gasoline,2015-11-14 18:56:53.410915+00,2016-01-27 20:40:15.46361+00,16247.22
mercedes-benz,,0,2015,,120,van,,None,auto,5,7,diesel,2015-11-14 18:56:53.528182+00,2016-01-27 20:40:15.46361+00,56342.93
bmw,,189200,2000,1895,77,,,None,man,4,5,gasoline,2015-11-14 18:56:53.546399+00,2016-01-27 20:40:15.46361+00,3145.82
audi,s3,202000,2001,1781,154,,,None,man,3,5,gasoline,2015-11-14 18:56:53.568299+00,2016-01-27 20:40:15.46361+00,5107.33
,,55100,2010,1149,55,,,None,man,4,5,gasoline,2015-11-14 18:56:53.605476+00,2016-01-27 20:40:15.46361+00,4052.55
mercedes-benz,,13956,,2143,125,,,None,auto,4,5,diesel,2015-11-14 18:56:53.635312+00,2016-01-27 20:40:15.46361+00,32645.82
kia,,8,2015,1582,94,,,None,man,5,5,diesel,2015-11-14 18:56:53.667472+00,2016-01-27 20:40:15.46361+00,15173.21
mercedes-benz,,26500,,1461,80,,,None,auto,5,5,diesel,2015-11-14 18:56:53.691267+00,2016-01-27 20:40:15.46361+00,23241.67
toyota,land-cruiser,350000,1997,4164,125,,,None,man,5,5,diesel,2015-11-14 18:56:53.714524+00,2016-01-27 20:40:15.46361+00,8882.31
subaru,justy,262821,2005,1328,68,,,None,man,5,8,gasoline,2015-11-14 18:56:53.730956+00,2016-01-27 20:40:15.46361+00,2957.07
hyundai,i40,16000,2015,1685,100,,,None,auto,5,5,diesel,2015-11-14 18:56:53.771753+00,2016-01-27 20:40:15.46361+00,18874.91
bmw,,9930,,1997,135,,,None,auto,5,5,gasoline,2015-11-14 18:56:53.853571+00,2016-01-27 20:40:15.46361+00,43523.32
audi,q7,189900,2007,4134,240,,,None,auto,5,5,diesel,2015-11-14 18:56:53.864835+00,2016-01-27 20:40:15.46361+00,18319.76
skoda,octavia,136897,2011,1598,77,,,None,man,5,5,diesel,2015-11-14 18:56:53.874331+00,2016-01-27 20:40:15.46361+00,9955.59
hyundai,i20,1700,2015,1248,55,,,None,man,5,5,gasoline,2015-11-14 18:56:53.910205+00,2016-01-27 20:40:15.46361+00,9030.35
mitsubishi,outlander,3,2015,2268,110,,,None,auto,5,7,diesel,2015-11-14 18:56:53.920621+00,2016-01-27 20:40:15.46361+00,31865.28
hyundai,ix20,3000,2015,1396,66,,,None,man,5,5,gasoline,2015-11-14 18:56:54.018239+00,2016-01-27 20:40:15.46361+00,11065.88
,,255400,2010,1968,75,,,None,man,5,9,diesel,2015-11-14 18:56:54.057279+00,2016-01-27 20:40:15.46361+00,12546.26
ford,ka,125000,2006,1299,51,,,None,man,3,5,gasoline,2015-11-14 18:56:54.082986+00,2016-01-27 20:40:15.46361+00,832.72
kia,picanto,125000,2007,999,45,,,None,man,5,4,gasoline,2015-11-14 18:56:54.1137+00,2016-01-27 20:40:15.46361+00,2183.57
fiat,500,5,2015,1242,51,,,None,man,None,None,gasoline,2015-11-14 18:56:54.123601+00,2016-01-27 20:40:15.46361+00,13508.51
skoda,octavia,120000,2011,1598,77,,,None,man,5,5,diesel,2015-11-14 18:56:54.175586+00,2016-01-27 20:40:15.46361+00,9215.4
,,179000,2012,1995,96,,,None,man,5,5,diesel,2015-11-14 18:56:54.191525+00,2016-01-27 20:40:15.46361+00,8475.2
skoda,octavia,160000,2005,1595,85,,,None,man,5,5,gasoline,2015-11-14 18:56:54.223295+00,2016-01-27 20:40:15.46361+00,5917.84
skoda,rapid,10000,2015,1197,81,,,None,man,5,5,gasoline,2015-11-14 18:56:54.235779+00,2016-01-27 20:40:15.46361+00,14059.96
skoda,fabia,136000,2010,1598,55,,,None,man,5,5,diesel,2015-11-14 18:56:54.245481+00,2016-01-27 20:40:15.46361+00,5551.41
bmw,,300000,1998,1991,110,,,None,man,5,5,gasoline,2015-11-14 18:56:54.257551+00,2016-01-27 20:40:15.46361+00,814.21
hyundai,,143633,2007,1991,103,,,None,man,5,5,diesel,2015-11-14 18:56:54.288963+00,2016-01-27 20:40:15.46361+00,6698.74
ford,s-max,156454,2008,1997,85,,,None,man,5,5,diesel,2015-11-14 18:56:54.345641+00,2016-01-27 20:40:15.46361+00,7977.61
,,81000,2008,2967,176,,,None,auto,5,5,diesel,2015-11-14 18:56:54.376884+00,2016-01-27 20:40:15.46361+00,15544.04
skoda,superb,161605,2013,2000,125,,,None,auto,5,5,diesel,2015-11-14 18:56:54.393209+00,2016-01-27 20:40:15.46361+00,14433.75
mazda,mx-5,135000,1999,1840,103,,,None,man,2,2,gasoline,2015-11-14 18:56:54.402771+00,2016-01-27 20:40:15.46361+00,6291.64
,,27000,2011,1368,99,,,None,auto,5,5,gasoline,2015-11-14 18:56:54.42748+00,2016-01-27 20:40:15.46361+00,11065.88
skoda,fabia,333000,2002,1397,50,,,None,man,5,5,gasoline,2015-11-14 18:56:54.451221+00,2016-01-27 20:40:15.46361+00,1476.68
,,103464,2004,1900,88,,,None,man,5,7,diesel,2015-11-14 18:56:54.470051+00,2016-01-27 20:40:15.46361+00,2738.71
,,151365,2007,1500,78,,,None,man,5,5,diesel,2015-11-14 18:56:54.520515+00,2016-01-27 20:40:15.46361+00,3256.85
skoda,octavia,169323,2009,1900,77,,,None,man,5,5,diesel,2015-11-14 18:56:54.536489+00,2016-01-27 20:40:15.46361+00,7364.91
skoda,octavia,208000,2006,1896,74,,,None,man,5,5,diesel,2015-11-14 18:56:54.569463+00,2016-01-27 20:40:15.46361+00,4807.55
citroen,c5,161722,2005,2000,100,,,None,man,5,5,diesel,2015-11-14 18:56:54.587845+00,2016-01-27 20:40:15.46361+00,3145.82
skoda,fabia,124000,2000,1397,50,,,None,man,5,5,gasoline,2015-11-14 18:56:54.775151+00,2016-01-27 20:40:15.46361+00,2035.49
fiat,punto,138001,2002,1242,44,,,None,man,3,5,gasoline,2015-11-14 18:56:54.854298+00,2016-01-27 20:40:15.46361+00,1480.35
smart,fortwo,107700,2000,599,40,,,None,auto,3,2,gasoline,2015-11-14 18:56:54.879525+00,2016-01-27 20:40:15.46361+00,1776.46
,,84104,1996,1239,40,,,None,man,3,None,gasoline,2015-11-14 18:56:54.893214+00,2016-01-27 20:40:15.46361+00,625.46
opel,insignia,109200,2011,1956,118,,,None,man,5,5,diesel,2015-11-14 18:56:54.914656+00,2016-01-27 20:40:15.46361+00,14614.25
skoda,octavia,230000,2007,1896,77,,,None,man,5,5,diesel,2015-11-14 18:56:54.925318+00,2016-01-27 20:40:15.46361+00,5514.43
audi,a6,337835,2004,2400,130,,,None,man,4,5,gasoline,2015-11-14 18:56:54.978256+00,2016-01-27 20:40:15.46361+00,4441.15
,,20543,2015,1598,77,,,None,auto,5,5,diesel,2015-11-14 18:56:54.98762+00,2016-01-27 20:40:15.46361+00,17020.73
,,65800,2011,1197,63,,,None,man,5,5,gasoline,2015-11-14 18:56:55.00647+00,2016-01-27 20:40:15.46361+00,9955.59
nissan,prairie,2000,1991,1974,72,,,None,,5,None,gasoline,2015-11-14 18:56:55.017356+00,2016-01-27 20:40:15.46361+00,333.09
opel,antara,96000,,2384,123,,,None,man,5,5,gasoline,2015-11-14 18:56:55.041068+00,2016-01-27 20:40:15.46361+00,13286.45
skoda,octavia,182000,,1595,75,,,None,man,5,5,gasoline,2015-11-14 18:56:55.073741+00,2016-01-27 20:40:15.46361+00,5366.4
,,203000,2007,2000,100,,,None,man,5,5,diesel,2015-11-14 18:56:55.157429+00,2016-01-27 20:40:15.46361+00,3923.02
skoda,octavia,147256,2006,1900,77,,,None,man,5,5,diesel,2015-11-14 18:56:55.186386+00,2016-01-27 20:40:15.46361+00,5662.47
skoda,octavia,144818,2004,1900,77,,,None,man,5,5,diesel,2015-11-14 18:56:55.260109+00,2016-01-27 20:40:15.46361+00,4885.27
opel,insignia,170000,,1956,81,,,None,man,5,5,diesel,2015-11-14 18:56:55.525372+00,2016-01-27 20:40:15.46361+00,6846.78
skoda,fabia,49190,2005,1200,40,,,None,man,5,5,gasoline,2015-11-14 18:56:55.703634+00,2016-01-27 20:40:15.46361+00,3219.84
skoda,felicia,57576,1999,1300,50,,,None,man,5,5,gasoline,2015-11-14 18:56:55.879825+00,2016-01-27 20:40:15.46361+00,1369.36
skoda,fabia,135668,2004,1400,74,,,None,man,5,5,gasoline,2015-11-14 18:56:55.986325+00,2016-01-27 20:40:15.46361+00,3145.82
skoda,fabia,129703,2011,1600,55,,,None,man,5,5,diesel,2015-11-14 18:56:56.016576+00,2016-01-27 20:40:15.46361+00,6476.68
jeep,cherokee,293040,2001,2500,105,,,None,man,5,5,diesel,2015-11-14 18:56:56.030782+00,2016-01-27 20:40:15.46361+00,3552.92
opel,astra,173022,2005,1900,110,,,None,man,5,5,diesel,2015-11-14 18:56:56.079193+00,2016-01-27 20:40:15.46361+00,4293.12
bmw,,319000,2007,1995,110,,,None,man,5,5,diesel,2015-11-14 18:56:56.12937+00,2016-01-27 20:40:15.46361+00,6402.66
,,193383,2002,1600,77,,,None,man,5,5,gasoline,2015-11-14 18:56:56.140272+00,2016-01-27 20:40:15.46361+00,3330.87
mazda,6,140000,2009,2184,136,,,None,man,5,5,diesel,2015-11-14 18:56:56.151891+00,2016-01-27 20:40:15.46361+00,9585.49
skoda,octavia,214000,2005,1968,103,,,None,auto,5,5,diesel,2015-11-14 18:56:56.163243+00,2016-01-27 20:40:15.46361+00,5144.34
skoda,felicia,125367,1999,1598,55,,,None,man,5,5,gasoline,2015-11-14 18:56:56.187063+00,2016-01-27 20:40:15.46361+00,1102.89
skoda,roomster,86323,2008,1198,51,,,None,man,5,5,gasoline,2015-11-14 18:56:56.324283+00,2016-01-27 20:40:15.46361+00,4433.75
kia,shuma,141757,2003,1594,74,,,None,man,4,5,gasoline,2015-11-14 18:56:56.334979+00,2016-01-27 20:40:15.46361+00,1184.31
,,158100,2012,1968,103,,,None,man,5,5,diesel,2015-11-14 18:56:56.345439+00,2016-01-27 20:40:15.46361+00,10729.09
ford,kuga,0,,1998,110,,,None,man,None,5,diesel,2015-11-14 18:56:56.430192+00,2016-01-27 20:40:15.46361+00,24052.52
ford,mondeo,0,,1498,118,,,None,man,None,5,gasoline,2015-11-14 18:56:56.442262+00,2016-01-27 20:40:15.46361+00,21798.67
ford,kuga,0,,1998,110,,,None,man,None,5,diesel,2015-11-14 18:56:56.452074+00,2016-01-27 20:40:15.46361+00,24019.25
ford,fiesta,0,,998,74,,,None,man,None,5,gasoline,2015-11-14 18:56:56.461783+00,2016-01-27 20:40:15.46361+00,10917.84
mini,one,171000,2006,1598,66,,,None,man,3,5,gasoline,2015-11-14 18:56:56.471505+00,2016-01-27 20:40:15.46361+00,4774.24
,,59778,2009,2000,103,,,None,man,5,5,gasoline,2015-11-14 18:56:56.609617+00,2016-01-27 20:40:15.46361+00,6143.6
subaru,legacy,203000,2010,1998,110,,,None,man,4,5,diesel,2015-11-14 18:56:56.633596+00,2016-01-27 20:40:15.46361+00,7364.91
,,5000,2015,1984,221,,,None,auto,5,5,gasoline,2015-11-14 18:56:56.65781+00,2016-01-27 20:40:15.46361+00,36602.52
skoda,fabia,223332,2002,1390,74,,,None,man,5,5,gasoline,2015-11-14 18:56:56.727585+00,2016-01-27 20:40:15.46361+00,1813.47
,,299200,1999,1997,66,,,None,man,5,5,diesel,2015-11-14 18:56:56.764028+00,2016-01-27 20:40:15.46361+00,1017.76
skoda,fabia,212000,2004,1896,96,,,None,man,5,5,diesel,2015-11-14 18:56:56.819836+00,2016-01-27 20:40:15.46361+00,4404.15
citroen,c3,125000,,1398,50,,,None,man,5,5,diesel,2015-11-14 18:56:56.91954+00,2016-01-27 20:40:15.46361+00,2220.21
skoda,octavia,17050,2014,1197,63,,,None,man,5,5,gasoline,2015-11-14 18:56:56.932335+00,2016-01-27 20:40:15.46361+00,12583.27
,,196000,,1896,47,,,None,man,4,5,diesel,2015-11-14 18:56:57.045813+00,2016-01-27 20:40:15.46361+00,925.24
subaru,legacy,158600,2006,1994,121,,,None,man,5,5,gasoline,2015-11-14 18:56:57.061638+00,2016-01-27 20:40:15.46361+00,4922.28
,,183000,1998,1781,92,,,None,man,4,5,gasoline,2015-11-14 18:56:57.128038+00,2016-01-27 20:40:15.46361+00,1739.45
bmw,,260000,1999,1991,110,,,None,man,5,5,gasoline,2015-11-14 18:56:57.144912+00,2016-01-27 20:40:15.46361+00,1846.78
seat,alhambra,195000,2005,1896,,,,None,man,5,7,diesel,2015-11-14 18:56:57.168137+00,2016-01-27 20:40:15.46361+00,5177.65
lancia,phedra,210000,2003,2179,94,,,None,man,5,7,diesel,2015-11-14 18:56:57.193834+00,2016-01-27 20:40:15.46361+00,1661.73
ford,mondeo,198000,2000,1796,85,,,None,man,5,5,gasoline,2015-11-14 18:56:57.216471+00,2016-01-27 20:40:15.46361+00,1106.59
opel,zafira,219520,2003,1995,74,,,None,man,5,7,diesel,2015-11-14 18:56:57.251672+00,2016-01-27 20:40:15.46361+00,2920.06
,,177356,2003,1598,83,,,None,man,5,5,gasoline,2015-11-14 18:56:57.26639+00,2016-01-27 20:40:15.46361+00,2957.07
skoda,octavia,239515,2004,1896,66,,,None,man,5,5,diesel,2015-11-14 18:56:57.316023+00,2016-01-27 20:40:15.46361+00,3878.61
,,169992,2000,1868,51,,,None,man,5,5,diesel,2015-11-14 18:56:57.327783+00,2016-01-27 20:40:15.46361+00,1291.64
skoda,octavia,238000,2007,1968,125,,,None,man,5,5,diesel,2015-11-14 18:56:57.338502+00,2016-01-27 20:40:15.46361+00,6658.03
,,71000,2009,2000,110,,,None,auto,5,5,diesel,2015-11-14 18:56:57.38384+00,2016-01-27 20:40:15.46361+00,10325.68
,,203393,2008,1986,103,,,None,auto,5,5,diesel,2015-11-14 18:56:57.405791+00,2016-01-27 20:40:15.46361+00,12213.18
,,166284,1999,1598,79,,,None,man,5,5,gasoline,2015-11-14 18:56:57.443068+00,2016-01-27 20:40:15.46361+00,1239.82
,,160000,2000,1870,72,,,None,man,5,5,diesel,2015-11-14 18:56:57.468206+00,2016-01-27 20:40:15.46361+00,703.18
,,207098,1995,1598,55,,,None,man,5,5,gasoline,2015-11-14 18:56:57.510396+00,2016-01-27 20:40:15.46361+00,1073.28
hyundai,getz,71400,2007,1399,71,,,None,man,5,5,gasoline,2015-11-14 18:56:57.52033+00,2016-01-27 20:40:15.46361+00,3327.17
opel,astra,102530,2011,1598,85,,,None,man,5,5,gasoline,2015-11-14 18:56:57.533594+00,2016-01-27 20:40:15.46361+00,6102.89
skoda,fabia,11142,2014,1198,63,,,None,man,5,5,gasoline,2015-11-14 18:56:57.590098+00,2016-01-27 20:40:15.46361+00,9585.49
hyundai,ix35,185400,2011,1998,120,,,None,man,5,5,gasoline,2015-11-14 18:56:57.60003+00,2016-01-27 20:40:15.46361+00,10358.99
opel,zafira,164000,2008,1910,88,,,None,man,5,7,diesel,2015-11-14 18:56:57.625712+00,2016-01-27 20:40:15.46361+00,6287.93
,,72221,,1560,80,,,None,man,None,None,diesel,2015-11-14 18:56:57.655659+00,2016-01-27 20:40:15.46361+00,8105.11
ford,focus,188384,2007,1560,66,,,None,man,5,5,diesel,2015-11-14 18:56:57.665658+00,2016-01-27 20:40:15.46361+00,4034.05
toyota,yaris,175900,2008,1298,64,,,None,man,5,5,gasoline,2015-11-14 18:56:57.738828+00,2016-01-27 20:40:15.46361+00,4067.36
hyundai,ix20,250,2015,1396,66,,,None,man,5,5,gasoline,2015-11-14 18:56:57.757486+00,2016-01-27 20:40:15.46361+00,9992.23
skoda,octavia,246000,2008,1968,103,,,None,man,5,5,diesel,2015-11-14 18:56:57.827129+00,2016-01-27 20:40:15.46361+00,7586.97
skoda,fabia,100300,,1390,55,,,None,man,5,5,gasoline,2015-11-14 18:56:57.898752+00,2016-01-27 20:40:15.46361+00,2738.71
toyota,yaris,53000,2006,1298,64,,,None,man,5,5,gasoline,2015-11-14 18:56:57.944651+00,2016-01-27 20:40:15.46361+00,4622.5
ford,transit,171000,2010,2198,103,,,None,,4,9,diesel,2015-11-14 18:56:57.982369+00,2016-01-27 20:40:15.46361+00,13286.45
,,8000,2015,2967,193,,,None,man,5,None,diesel,2015-11-14 18:56:58.095386+00,2016-01-27 20:40:15.46361+00,56250.93
skoda,octavia,48365,2013,1598,77,,,None,man,5,5,diesel,2015-11-14 18:56:58.110543+00,2016-01-27 20:40:15.46361+00,13158.77
opel,corsa,173144,2001,1199,55,,,None,man,5,5,gasoline,2015-11-14 18:56:58.131415+00,2016-01-27 20:40:15.46361+00,1665.43
audi,a6,257000,,2496,132,,,None,man,4,5,diesel,2015-11-14 18:56:58.237288+00,2016-01-27 20:40:15.46361+00,2738.71
citroen,c3-picasso,26202,2011,1397,70,,,None,man,5,5,gasoline,2015-11-14 18:56:58.261439+00,2016-01-27 20:40:15.46361+00,8878.61
skoda,octavia,131161,2010,1598,77,,,None,man,5,5,diesel,2015-11-14 18:56:58.298066+00,2016-01-27 20:40:15.46361+00,7957.07
,,29300,2011,2000,226,,,None,auto,2,4,gasoline,2015-11-14 18:56:58.373679+00,2016-01-27 20:40:15.46361+00,22159.51
skoda,rapid,24371,2014,1390,90,,,None,auto,5,5,gasoline,2015-11-14 18:56:58.411117+00,2016-01-27 20:40:15.46361+00,14396.74
skoda,octavia,117958,2008,1896,77,,,None,man,5,5,diesel,2015-11-14 18:56:58.431686+00,2016-01-27 20:40:15.46361+00,7179.87
skoda,octavia,97371,2014,1968,103,,,None,auto,None,None,diesel,2015-11-14 18:56:58.456636+00,2016-01-27 20:40:15.46361+00,12916.36
,,127500,2010,1598,,,,None,auto,None,None,diesel,2015-11-14 18:56:58.480404+00,2016-01-27 20:40:15.46361+00,9622.13
ford,mondeo,151920,2012,1997,103,,,None,man,5,5,diesel,2015-11-14 18:56:58.501372+00,2016-01-27 20:40:15.46361+00,11065.88
skoda,octavia,61000,,1598,66,,,None,man,5,5,diesel,2015-11-14 18:56:58.532895+00,2016-01-27 20:40:15.46361+00,12028.13
,,67800,2009,1598,82,,,None,man,5,5,gasoline,2015-11-14 18:56:58.554091+00,2016-01-27 20:40:15.46361+00,4404.15
nissan,micra,40500,2004,998,48,,,None,man,5,5,gasoline,2015-11-14 18:56:58.567062+00,2016-01-27 20:40:15.46361+00,3327.17
,,253000,2003,1896,96,,,None,man,5,5,diesel,2015-11-14 18:56:58.585436+00,2016-01-27 20:40:15.46361+00,3693.56
,,151900,,1560,82,,,None,man,5,5,diesel,2015-11-14 18:56:58.631007+00,2016-01-27 20:40:15.46361+00,10210.99
skoda,fabia,384000,,1149,47,,,None,,5,4,gasoline,2015-11-14 18:56:58.640934+00,2016-01-27 20:40:15.46361+00,2035.57
ford,mondeo,130360,2004,1999,107,,,None,man,5,5,gasoline,2015-11-14 18:56:58.698291+00,2016-01-27 20:40:15.46361+00,3700.59
,,138531,2007,2158,136,,,None,man,4,5,gasoline,2015-11-14 18:56:58.708945+00,2016-01-27 20:40:15.46361+00,4437.45
skoda,fabia,376000,,1149,47,,,None,,5,4,gasoline,2015-11-14 18:56:58.718477+00,2016-01-27 20:40:15.46361+00,2035.57
,,168450,,1390,55,,,None,man,4,5,gasoline,2015-11-14 18:56:58.753346+00,2016-01-27 20:40:15.46361+00,2772.02
,,137038,2005,1124,44,,,None,man,5,5,gasoline,2015-11-14 18:56:58.809477+00,2016-01-27 20:40:15.46361+00,1587.71
mazda,6,132613,2008,1798,88,,,None,man,5,5,gasoline,2015-11-14 18:56:58.85062+00,2016-01-27 20:40:15.46361+00,7364.91
,,175000,1998,1598,66,,,None,man,5,5,gasoline,2015-11-14 18:56:58.876381+00,2016-01-27 20:40:15.46361+00,1184.31
ford,focus,0,2015,1499,110,,,None,man,5,5,gasoline,2015-11-14 18:56:58.900559+00,2016-01-27 20:40:15.46361+00,18874.54
hyundai,i30,246729,2009,1600,84,,,None,man,5,5,diesel,2015-11-14 18:56:58.943716+00,2016-01-27 20:40:15.46361+00,4700.22
skoda,octavia,122194,2011,1968,103,,,None,auto,5,5,diesel,2015-11-14 18:56:58.956971+00,2016-01-27 20:40:15.46361+00,16099.19
,,132099,2008,1998,103,,,None,man,2,4,gasoline,2015-11-14 18:56:59.071004+00,2016-01-27 20:40:15.46361+00,4437.45
skoda,fabia,71750,2004,1198,47,,,None,man,5,5,gasoline,2015-11-14 18:56:59.08654+00,2016-01-27 20:40:15.46361+00,2183.57
audi,a2,142230,2002,1191,45,,,None,auto,5,5,diesel,2015-11-14 18:56:59.110056+00,2016-01-27 20:40:15.46361+00,5514.43
ford,focus,216365,,1560,80,,,None,man,5,5,diesel,2015-11-14 18:56:59.119637+00,2016-01-27 20:40:15.46361+00,2775.68
hyundai,getz,142300,2004,1593,60,,,None,man,5,5,diesel,2015-11-14 18:56:59.13681+00,2016-01-27 20:40:15.46361+00,2294.6
skoda,roomster,9191,2014,1197,63,,,None,man,5,5,gasoline,2015-11-14 18:56:59.189888+00,2016-01-27 20:40:15.46361+00,10695.78
audi,a4,64927,2009,1968,125,,,None,man,4,5,diesel,2015-11-14 18:56:59.250355+00,2016-01-27 20:40:15.46361+00,14433.75
ford,c-max,152000,,1560,80,,,None,man,5,5,diesel,2015-11-14 18:56:59.261179+00,2016-01-27 20:40:15.46361+00,5144.34
,,109000,2009,1461,81,,,None,man,5,5,diesel,2015-11-14 18:56:59.271107+00,2016-01-27 20:40:15.46361+00,6994.82
opel,zafira,195180,2005,1910,88,,,None,man,5,7,diesel,2015-11-14 18:56:59.296905+00,2016-01-27 20:40:15.46361+00,4404.15
kia,sportage,277400,,1991,103,,,None,man,5,5,diesel,2015-11-14 18:56:59.414052+00,2016-01-27 20:40:15.46361+00,6661.73
audi,q7,143000,2009,2967,176,,,None,auto,5,5,diesel,2015-11-14 18:56:59.451881+00,2016-01-27 20:40:15.46361+00,22168.76
skoda,octavia,119100,2010,1896,74,,,None,man,5,5,diesel,2015-11-14 18:56:59.533892+00,2016-01-27 20:40:15.46361+00,6624.72
opel,combo,194107,2006,1598,71,,,None,man,5,5,gasoline,2015-11-14 18:56:59.545508+00,2016-01-27 20:40:15.46361+00,3327.17
bmw,,173700,,1950,100,,,None,man,4,5,diesel,2015-11-14 18:56:59.568605+00,2016-01-27 20:40:15.46361+00,2957.07
ford,transit,105000,2007,2198,63,,,None,man,5,6,diesel,2015-11-14 18:56:59.592865+00,2016-01-27 20:40:15.46361+00,6254.63
audi,a5,90400,,2967,176,,,None,auto,5,4,diesel,2015-11-14 18:56:59.722327+00,2016-01-27 20:40:15.46361+00,25166.51
fiat,panda,33100,2010,1108,40,,,None,man,5,5,gasoline,2015-11-14 18:56:59.785261+00,2016-01-27 20:40:15.46361+00,4367.14
ford,galaxy,195000,2003,1896,96,,,None,man,5,7,diesel,2015-11-14 18:56:59.827488+00,2016-01-27 20:40:15.46361+00,2775.72
,,73000,2007,1984,110,,,None,auto,5,5,gasoline,2015-11-14 18:56:59.886798+00,2016-01-27 20:40:15.46361+00,9585.49
skoda,octavia,167000,,1998,103,,,None,man,5,5,diesel,2015-11-14 18:56:59.919934+00,2016-01-27 20:40:15.46361+00,10325.72
smart,fortwo,91900,,999,45,,,None,auto,3,2,gasoline,2015-11-14 18:56:59.943665+00,2016-01-27 20:40:15.46361+00,4996.3
opel,astra,99906,,1598,77,,,None,man,5,5,gasoline,2015-11-14 18:56:59.961185+00,2016-01-27 20:40:15.46361+00,4219.1
ford,focus,203166,2005,1560,80,,,None,man,5,5,diesel,2015-11-14 18:56:59.97203+00,2016-01-27 20:40:15.46361+00,2957.07
,,78000,2007,1360,65,,,None,man,5,5,gasoline,2015-11-14 18:56:59.999531+00,2016-01-27 20:40:15.46361+00,4067.36
mazda,5,133400,2006,1998,81,,,None,man,5,7,diesel,2015-11-14 18:57:00.042794+00,2016-01-27 20:40:15.46361+00,4774.24
ford,focus,0,2015,999,92,,,None,man,5,5,gasoline,2015-11-14 18:57:00.079691+00,2016-01-27 20:40:15.46361+00,14026.65
,,29850,2015,1197,77,,,None,man,5,5,gasoline,2015-11-14 18:57:00.120846+00,2016-01-27 20:40:15.46361+00,12949.67
,,29850,2015,1197,77,,,None,man,5,5,gasoline,2015-11-14 18:57:00.132864+00,2016-01-27 20:40:15.46361+00,12949.67
,,117000,2011,1968,103,,,None,auto,5,5,diesel,2015-11-14 18:57:00.151292+00,2016-01-27 20:40:15.46361+00,11065.84
,,29840,2015,999,55,,,None,man,5,5,gasoline,2015-11-14 18:57:00.169233+00,2016-01-27 20:40:15.46361+00,9433.75
hyundai,i30,8900,2015,1582,81,,,None,,None,None,diesel,2015-11-14 18:57:00.229372+00,2016-01-27 20:40:15.46361+00,14729.46
,,29850,2015,999,55,,,None,man,5,5,gasoline,2015-11-14 18:57:00.240048+00,2016-01-27 20:40:15.46361+00,9433.75
